name,title,description,ingredients,recipe,image
makarony_s_cvetnoj_kapustoj_i_sousom_beshamel,Макароны с цветной капустой и соусом бешамель,"['Макароны, запеченные в соусе из взбитой миксером цветной капусты, бешамеля, маскарпоне, яиц и пармезана', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Цветная капуста': '500 гр (сырая, вымытая, розложенная на цветки)', 'Молоко': '500 мл (жирное)', 'Макароны': '400 гр', 'Маскарпоне': '100 гр', 'Яйца': '1 шт', 'Петрушка': '4 столовые ложки (нарезанная)', 'Пармезан': '50 гр (натертый)', 'Масло сливочное': '40 гр', 'Гладкая мука': '35 гр', 'Перец острый': '', 'Соль': ''}","[' В большой кастрюле в подсоленной воде сварить цветную капусту, пока не станет мягкой (10-15 минут).', ' Цветную капусту взбить в миксере с 2 ложками бульона.', ' В кастрюле растворить часть масла, добавить муку и перемешать. Постепенно добавить молоко, помешивая, пока не получится однородный белый соус - бешамель. Как только соус начнет закипать, снизить температуру, закрыть кастрюлю крышкой и варить соус около 20 минут до загустения. Иногда помешивать.', ' Добавить в соус маскарпоне, посолить и поперчить.', ' В большой кастрюле сварить в подсоленной воде макаронные изделия (около 10 минут), и слить воду.', ' Форму для выпечки смазать маслом.', ' Перемешать сваренную пасту с капустным пюре и выложить в форму.', ' Взбить яйцо и вместе с пармезаном перемешать с бешамелем. Залить полученным соусом макароны с капустой.', ' Форму на 20 минут поставить запекаться в духовку. Блюдо подавать горячим, отдельные порции сверху посыпать петрушкой.']",image
makarony_so_sparzhej,Макароны со спаржей,"['Короткие макаронные изделия Пенне в легкой смеси оливкового масла, чеснока, базилика и козьего сыра', 'Время готовки: 20 минут', 'Количество порций: 4 ']","{'Макароны Пенне': '500 гр', 'Спаржа': '500 гр', 'Козий сыр': '125 гр (нарезанный на мелкие кусочки)', 'Оливковое масло': '3 столовые ложки', 'Свежий базилик': '3 столовые ложки (мелко нарезанная)', 'Чеснок': '1 шт (3 натертые дольки)', 'Соль': '', 'Перец острый': ''}","[' В глубокой посуде смешать нарезанный кубиками козий сыр, оливковое масло, чеснок и свежий базилик.', ' Макароны варить в подсоленной воде около 10 минут.', ' Приготовить спаржу: отрезать твердые концы, нарезать спаржу на 3 сантиметровые палочки и варить в подсоленной воде, пока они не станут мягкими. ', ' Слить воду из макарон, добавить оливковое масло с сыром, соль, перец и перемешать.', ' Слить воду из спаржи и слегка перемешать спаржу с макаронами. Сразу же подавать к столу.']",image
makrel_s_gortchicej_v_vine,Макрель с горчицей в вине,"['Запеченная макрель с белым вином, сметаной и горчицей', 'Время готовки: 30 минут', 'Количество порций: 4 ']","{'Скумбрия': '4 шт', 'Лук-шалот': '4 шт (нарезанный)', 'Сухое белое вино': '200 мл', 'Сметана': '200 гр', 'Масло сливочное': '60 гр', 'Лимонный сок': '4 столовые ложки', 'Горчица': '2 столовые ложки'}","[' Макрель почистить, посолить и выложить на смазанный маслом противень.', ' Растопить сливочное масло и смазать им рыбу, а затем полить ее лимонным соком.', ' В кастрюле поварить 5 минут нарезанный лук в белом вине. Затем добавить сметану, горчицу и перемешать. ', ' Смазать макрель полученной массой, противень с рыбой поставить в разогретую духовку. Рыбу запекать 20 минут и подавать к столу горячей, в качестве гарнира подходит овощной салат.']",image
mangovyj_desert,Манговый десерт,"['Легкий фруктовый крем - взбитое в миксере манго со сметаной и обжаренным миндалем', 'Время готовки: 10 минут', 'Количество порций: 2 ']","{'Манго': '1 шт (созрелое)', 'Сметана': '200 мл', 'Молоко': '100 мл', 'Сахар': '50 гр', 'Миндаль': '30 гр'}","[' Очищенный миндаль раздробить и обжарить на сухой сковородке.', ' Манго почистить, нарезать и взбить в миксере с молоком и сахаром.', ' Полученную массу вылить в миску и перемешать со сметаной.', ' Манговый крем положить на 1 час в холодильник.', ' Десерт подавать охлажденным, сверху посыпать дробленым обжаренным миндалем. ']",image
marinovannoe_mjaso_indejki_s_ovoshhami,Маринованное мясо индейки с овощами,"['Кусочки мяса индейки, маринованные в белом вине и обжаренные с овощами', 'Время готовки: 20 минут', 'Количество порций: 4 ']","{'Цуккини': '380 гр', 'Кукуруза в початках': '250 гр', 'Сухое белое вино': '125 мл', 'Зеленый перец': '1 шт', 'Лимоны': '1 шт (мелко нарезанная кожура и сок)', 'Оливковое масло': '3 столовые ложки', 'Петрушка': '2 столовые ложки (нарезанная)', 'Грудка индейки': '4 шт (нарезанная на 2.5 см широкие полоски)', 'Соль': ''}","[' Приготовить маринад: в глубокой посуде перемешать вино, лимонный сок, тертую лимонную цедру, 2 столовые ложки оливкового масла, соль. Положить в маринад мясо индейки, перемешать и поставить на 30 минут в холодильник.', ' Нарезать кабачок крупными ломтиками, а перец полосками. В глубокой сковороде разогреть масло, положить перец, кабачок и маленькие початки кукурузы, обжаривать около 2 минут, затем вынуть овощи.', ' Мясо достать из маринада и обжаривать на сковороде, постоянно помешивая, около 5 минут до золотистого цвета. ', ' Залить мясо оставшимся маринадом и тушить под крышкой 3 минуты.', ' Добавить к мясу обжаренные овощи и хорошо прогреть. Добавить специи и подавать с зеленью петрушки.  ']",image
morkovnyj_sup_po_vostotchnomu,Морковный суп по-восточному,"['Взбитый в миксере морковный суп с перцем чили, апельсиновым соком, имбирем и сметаной', 'Время готовки: 30 минут', 'Количество порций: 2 ']","{'Овощной бульон': '400 мл', 'Морковь': '300 гр (без кожуры, нарезанная ломтиками)', 'Апельсиновый сок': '75 мл', 'Лук-шалот': '1 шт (нарезанный)', 'Сметана': '3 столовые ложки', 'Кресс': '2 столовые ложки (свежие нарезанные листочки)', 'Растительное масло': '1 столовая ложка', 'Соевый соус': '1 столовая ложка', 'Чили': '1 шт (сушенные)', 'Имбирь': '1 кофейная ложка (нарезанный мелко)', 'Соль': '', 'Перец острый': ''}","[' В кастрюле обжарить на растительном масле нарезанные лук и морковь. ', ' Залить лук с морковью овощным бульоном, добавить апельсиновый сок и соевый соус. Варить вместе с перцем чили на слабом огне около 15 минут, затем перец достать из супа.', ' Приготовить имбирно-сметанный соус: перемешать сметану с тертым имбирем и нарезанными листьями кресс-салата.', ' Суп взбить в миксере, посолить, поперчить, налить в тарелки и добавить к каждой порции сметану с имбирем.']",image
morskoj_jazyk_s_morkovju_i_rostkami_soi,Морской язык с морковью и ростками сои,"['Полезное блюдо, приготовленное на пару - рыба с овощами', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Камбала солея': '8 шт (филе)', 'Морковь': '400 гр (нарезанная на колечки)', 'Соевые ростки': '400 гр', 'Лук': '2 столовые ложки (нарезанный)', 'Соль': '', 'Перец острый': ''}","[' В кастрюле на пару или в пароварке приготовить морковь (около 35 минут).', ' Рыбное филе вымыть, осушить, приправить специями. Свернуть филе в рулетик и закрепить зубочисткой. Положить филе в пароварку и готовить около 5 минут. ', ' Вымыть соевые ростки и готовить на пару около 2 минут.  ', ' Овощи выложить на тарелки, сверху положить рыбу, немного посолить и посыпать сверху нарезанным шнитт-луком.']",image
mramornyj_keks,Мраморный кекс,"['Классический кекс из двух видов теста с кофейной глазурью', 'Время готовки: 90 минут', 'Количество порций: 8 ']","{'Маргарин': '250 гр', 'Мука грубого помола': '250 гр', 'Сахарная пудра': '250 гр', 'Яйца': '4 шт', 'Сахар': '200 гр', 'Масло сливочное': '60 гр (мягкое)', 'Растворимый кофе': '3 столовые ложки', 'Молоко': '3 столовые ложки', 'Вода': '1 столовая ложка (горячая)', 'Разрыхлитель': '1 шт'}","[' Форму для кекса смазать маслом и посыпать мукой.', ' В глубокую миску положить маргарин, сахар, яйца и хорошо взбить. Добавить муку, добавку для выпечки и перемешать. Треть полученной массы выложить в другую миску.', ' Отдельную треть теста перемешать с 1 ложкой кофе, растворенного в 1 ложке воды.', ' Все тесто выложить в форму - вниз часть светлого, в середину кофейное, а наверх снова светлое тесто.', ' Кекс поставить в духовку и запекать около 45 минут. После того как кекс немного остынет вынуть из формы и положить на блюдо. ', ' Приготовить глазурь: в кастрюле перемешать масло, 2 столовые ложки кофе и молоко, все разогреть, так, чтобы масса полностью растворилась. Снять кастрюлю с плиты и добавить сахарную пудру. Слегка остудить. ', ' Кекс полить глазурью так, чтобы ей покрылась вся поверхность и поставить застывать в холодильник. ']",image
musaka,Мусака,"['Традиционное греческое блюдо - фарш, запеченный с баклажаном, красным вином, помидорами, чесноком и сырным соусом', 'Время готовки: 110 минут', 'Количество порций: 4 ']","{'Баклажаны': '2 шт (большой, нарезанный на колечки)', 'Баранина': '750 гр (молотое)', 'Кетчуп': '500 мл', 'Молоко': '450 мл', 'Лук': '3 шт (нарезанный)', 'Красное вино': '150 мл', 'Сыр Эменталь': '125 гр (натертый)', 'Гладкая мука': '90 гр', 'Яйца': '1 шт (взбитое)', 'Масло сливочное': '45 гр', 'Томатная паста': '2 столовые ложки', 'Орегано': '2 столовые ложки', 'Чеснок': '1 шт (3 натертые дольки)', 'Петрушка': '1 столовая ложка (на украшение)', 'Горчица': '1.5 кофейные ложки (дижонская)', 'Мускатный орех': '0.5 кофейные ложки', 'Оливковое масло': ' (на присыпку)', 'Соль': '', 'Перец острый': ''}","[' Нарезанный кольцами баклажан посолить и отставить на полчаса. ', ' Фарш из мяса ягненка выложить на сковороду, и обжаривать, помешивая, пока мясо не станет коричневым. ', ' Добавить лук и чеснок, немного обжарить, затем добавить 45 гр. муки, которую также слегка обжарить. ', ' Перемешать, добавить кетчуп, вино, томатную пасту, орегано, посолить и поперчить.', ' Закрыть крышкой и тушить на слабом огне 20 минут. ', ' Баклажан сполоснуть и высушить. Намазать оливковым маслом и запекать на гриле примерно 6 минут с обеих сторон.', ' Приготовить соус: в кастрюле разогреть сливочное масло, добавить 45 гр. муки и обжарить, помешивая. Добавить молоко и варить 10 минут, постоянно помешивая. Добавить сыр, мускатный орех, горчицу, соль. Когда соус слегка остынет, добавить яйцо и размешать.', ' В форму для выпечки выложить половину приготовленного мяса, сверху положить половину баклажанов. Повторить еще раз.  ', ' На поверхность вылить сырный соус и запекать примерно 50 минут.']",image
mjasnoj_farsh_zapetchennyj_s_kartofelnym_pjure,Мясной фарш запеченный с картофельным пюре,"['Говяжий фарш с овощами запеченный со слоем картофельного пюре и острым сыром', 'Время готовки: 90 минут', 'Количество порций: 4 ']","{'Говяжий фарш': '750 гр (молотое)', 'Сырой картофель': '750 гр (нарезанная на кусочки)', 'Говяжий бульон': '300 мл', 'Сыр Чедар': '130 гр (натертый)', 'Сельдерей': '1 шт (нарезанный мелко)', 'Морковь': '1 шт (мелко нарезанная)', 'Лук': '1 шт (мелко нарезанная)', 'Молоко': '3 столовые ложки (горячее)', 'Подсолнечное масло': '2 столовые ложки', 'Соус': '2 столовые ложки', 'Масло сливочное': '30 гр', 'Гладкая мука': '2 кофейные ложки', 'Томатная паста': '1 столовая ложка', 'Соль': '', 'Перец острый': ''}","[' В большой кастрюле на подсолнечном масле около 3 минут обжаривать лук, морковь и сельдерей. Затем добавить мясо, перемешать и обжаривать в течение приблизительно 5 минут.', ' Добавить муку, перемешать. Добавить бульон, томатную пасту, перец, ворчестерский соус, посолить и тушить под крышкой приблизительно 50 минут.', ' Приготовить картофельное пюре: очищенный нарезанный картофель варить, пока он не станет мягким. Слить воду, добавить сливочное масло, молоко, соль и перемешать в кашицу. Затем добавить тертый сыр и еще раз перемешать.  ', ' На дно формы для выпечки выложить фарш, покрыть слоем картофельного пюре. Поставить форму в духовку и запекать приблизительно 30 минут до золотистой корочки, фарш должен хорошо пропечься.', ' Отдельные порции подавать горячими с овощами.']",image
mjaso_indejki_s_ananasom,Мясо индейки с ананасом,"['Ломтики индейки, запеченные в сырном ананасовом соусе с панировочными сухарями', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Грудка индейки': '500 гр (отварное, нарезанное на кусочки)', 'Куриный бульон': '500 мл', 'Ананас': '250 гр (консервированные кусочки)', 'Сыр Чедар': '250 гр (натертый)', 'Масло сливочное': '60 гр', 'Гладкая мука': '60 гр', 'Панировочные сухари': '3 столовые ложки', 'Петрушка': '2 столовые ложки (нарезанная, на украшение)', 'Лук': '1 шт (без кожуры, нарезанный ломтиками)', 'Соль': '', 'Перец острый': ''}","[' В кастрюле обжарить на сливочном масле лук, постоянно помешивая, посыпать его мукой и обжарить еще немного все вместе. ', ' Постепенно вылить в кастрюлю бульон и ананасовый компот. Соус варить, помешивая, до загустения.', ' Добавить нарезанный ананас (несколько ломтиков оставить для украшения блюда) и 3/4 сыра, посолить и поперчить.', ' Мясо индейки положить в форму для выпечки и залить приготовленным соусом. Сверху посыпать остатком сыра и панировочными сухарями, затем поставить форму в духовку.', ' Запекать мясо в разогретой духовке 20-25 минут, оно должно стать мягким, а его поверхность золотистой.', ' Горячее блюдо подавать с ломтиками ананаса и нарезанной зеленью петрушки. В качестве гарнира подходит вареный картофель.']",image
mjaso_indejki_s_cukkini,Мясо индейки с цуккини,"['Обжаренные кусочки мяса индейки, цуккини и лука, тушеные в бульоне с карри и куркумой', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Цуккини': '800 гр (без кожуры, нарезанная на кусочки)', 'Грудка индейки': '600 гр (нарезанная на кусочки)', 'Оливковое масло': '2 столовые ложки', 'Кари': '1 кофейная ложка', 'Куркума': '1 кофейная ложка', 'Лук': '1 шт (большой, мелко нарезанный)', 'Куриный бульон': '1 шт (кубик)', 'Перец острый': '', 'Соль': ''}","[' В глубокой сковороде разогреть оливковое масло и обжарить на нем кусочки индейки до золотистого цвета.', ' Добавить лук и обжаривать несколько минут вместе с мясом. Добавить цуккини и еще немного обжарить все вместе.', ' Полученную массу залить водой, добавить кубик бульона, карри, куркуму, посолить, поперчить и довести до кипения. Тушить на слабом огне под крышкой 20 минут.', ' По вкусу добавить специи и подавать горячее блюдо к столу.']",image
mjaso_indejki_s_shampinonami,Мясо индейки с шампиньонами,"['Мясо индейки в аппетитном сливочном соусе с беконом и шампиньонами', 'Время готовки: 30 минут', 'Количество порций: 4 ']","{'Грудка индейки': '4 шт (нарезанное на полоски)', 'Грибы': '250 гр (небольшие на половинки)', 'Куриный бульон': '150 мл', 'Сметана': '150 мл', 'Бэкон': '100 гр (нарезанная на кусочки)', 'Лук': '3 столовые ложки (нарезанный)', 'Масло сливочное': '30 гр', 'Подсолнечное масло': '2 столовые ложки', 'Гладкая мукф': '30 гр', 'Соль': '', 'Перец острый': ''}","[' Мясо индейки нарезать полосками, обжарить в глубокой сковороде на сливочном масле, постоянно помешивая, затем вынуть из сковороды.', ' На сковороде обжарить кусочки бекона с луком.', ' Добавить шампиньоны и тушить 5 минут.', ' Добавить муку и немного обжарить.', ' Влить бульон и варить на слабом огне, периодически помешивая в течение 10 минут.', ' В полученный соус положить кусочки жаренного мяса индейки, добавить соль и перец.', ' В конце добавить сметану. Украсить блюдо нарезанным зеленым луком и подавать с рисом или картофельными крокетами.']",image
mjaso_indejki_so_slivami,Мясо индейки со сливами,"['Обжаренное мясо индейки, тушеное с луком, чесноком, специями, сливами и миндалем', 'Время готовки: 120 минут', 'Количество порций: 6 ']","{'Мясо индейки': '1200 гр (нарезанное на кусочки)', 'Чернослив': '500 гр (без косточек)', 'Помидоры': '2 шт (нарезанные)', 'Миндаль': '150 гр (нарезанный)', 'Оливковое масло': '4 столовые ложки', 'Чеснок': '1 шт (2 натертые дольки)', 'Кориандр': '1 кофейная ложка (семена)', 'Тмин римский': '1 кофейная ложка', 'Корица': '1 шт (цельный svitek)', 'Лук': '3 шт (нарезанный)', 'Соль': '', 'Перец острый': ''}","[' В большой кастрюле на оливковом масле обжарить кусочки индейки до золотистого цвета. Вынуть мясо из кастрюли, положить в нее лук и чеснок и обжаривать их, постоянно помешивая, около 10 минут. ', ' Мясо положить обратно в кастрюлю, добавить помидоры и все специи, 250 мл. воды, посолить, поперчить и тушить на слабом огне под крышкой около 30 минут.', ' Добавить в кастрюлю сливы и миндаль, при необходимости долить воды и тушить, время от времени помешивая, еще около 40 минут.', ' Полученную массу перемешать, приправить специями и горячей подавать к столу, в качестве гарнира подходит рис.']",image
mjaso_krolika_v_smetane,Мясо кролика в сметане,"['Запеченное мясо кролика в сметанном соусе', 'Время готовки: 180 минут', 'Количество порций: 4 ']","{'Мясо кролика': '1.5 кг (8 частей тушки кролика)', 'Куриный бульон': '400 мл', 'Сметана': '400 мл', 'Английский бекон': '100 гр (нарезанная на кусочки)', 'Лимоны': '1 шт (мелко нарезанная кожура и сок)', 'Маргарин': '3 столовые ложки', 'Чеснок': '1 шт (4 натертые дольки)', 'Гладкая мука': '1 столовая ложка', 'Соль': '', 'Перец острый': '', 'Лук': '2 шт (нарезанный)'}","[' Порции кроличьего мяса смазать лимонным соком и цедрой, посолить и поперчить. Мясо поставить на час в холодильник.', ' В сковороде растопить маргарин и обжарить на нем мясо со всех сторон. Добавить бекон, лук и чеснок, обжарить и посыпать мукой.', ' В сковородку, постоянно помешивая, вылить бульон, немного поварить и добавить в полученный соус часть сметаны. ', ' Порции мяса положить на противень, залить соусом и запекать в духовке под крышкой около 90 минут. Время от времени добавлять сметану и переворачивать порции мяса. ', ' Запеченное мясо убрать с противня, а соус еще немного поварить с остатком сметаны. В конце посолить и по вкусу добавить лимонный сок.', ' Порции мяса выложить на тарелки и полить соусом. В качестве гарнира подходят хлебные кнедлики.']",image
ovoshhi_zapetchennye_v_nezhnom_souse_,Овощи запеченные в нежном соусе ,"['Запеченные помидоры и цуккини с белым соусом', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Цуккини': '2 шт (маленькие, нарезанные с кожурой колесиками)', 'Помидоры': '4 шт (нарезанные ломтиками)', 'Молоко': '300 мл', 'Масло сливочное': '60 гр', 'Гладкая мука': '60 гр', 'Лук': '2 столовые ложки (нарезанная)', 'Мускатный орех': '0.5 кофейные ложки', 'Перец острый': '', 'Соль': ''}","[' Жаропрочную форму намазать подсолнечным маслом, на дно положить приправленные солью и перцем ломтики цуккини. ', ' На слой кабачков положить слой нарезанных и приправленных специями помидоров.', ' Повторить еще раз.', ' Приготовить соус: в кастрюле разогреть сливочное масло, высыпать муку и, постоянно помешивая, обжаривать 1 минуту, затем постепенно залить молоком. Варить на слабом огне, помешивая, до загустения. Добавить щепотку мускатного ореха и посолить.', ' Овощи, выложенные в форму, залить приготовленным соусом и поставить в духовку. Запекать в течение 20 минут, пока овощи не станут мягкими.', ' Горячие запеченные овощи разделить на порции и посыпать сверху зеленым луком. В качестве гарнира подходит нарезанный белый батон.']",image
ovoshhnoe_assorti_s_gribami,Овощное ассорти с грибами,"['Грибная масса с цуккини, перцем и миндальным орехом', 'Время готовки: 15 минут', 'Количество порций: 4 ']","{'Цуккини': '250 гр (нарезанное на колечки)', 'Грибы': '250 гр (разные виды, нарезанные)', 'Желтый перец': '1 шт (очищенный, нарезанный на тонкие куски)', 'Миндаль': '60 гр (обжаренный нарезанный)', 'Оливковое масло': '1 столовая ложка', 'Лимонный сок': '1 столовая ложка', 'Соль': '', 'Перец острый': ''}","[' На сковороде разогреть оливковое масло и обжарить на нем цуккини в течение 3-4 минут, пока кабачок не начнет темнеть.', ' Добавить грибы и перец и обжаривать еще 3-4 минуты.', ' Добавить соль и перец, полить лимонным соком и потушить еще 2 минуты.', ' Посыпать сверху обжаренным миндалем и подавать блюдо горячим. В качестве гарнира подходит рис или куски белого батона.']",image
ovoshhnoe_assorti_s_mindalem_i_olivkami,Овощное ассорти с миндалем и оливками,"['Обжаренные зимние овощи с оливками и миндалем', 'Время готовки: 30 минут', 'Количество порций: 4 ']","{'Морковь': '300 гр (замороженная)', 'Турнепс': '300 гр (нарезанный на боьлшие кусочки)', 'Картофель': '300 гр (без кожуры, маленькая, целая)', 'Черные оливки': '50 гр', 'Миндаль': '50 гр (обжаренный, нарезанный)', 'Подсолнечное масло': '3 столовые ложки', 'Чеснок': '1 шт (2 натертые дольки)', 'Брокколи': '1 шт (разложенная на маленькие кусочки)', 'Тимьян': '1 кофейная ложка', 'Соль': '', 'Перец острый': ''}","[' В глубокую сковороду с разогретым маслом положить все овощи. Обжаривать, помешивая, около 15 минут. ', ' Добавить тимьян, оливки, миндаль, перец и соль, обжаривать все вместе, помешивая, около 2 минут.', ' Блюдо подавать горячим.']",image
ovoshhnoj_pirog_s_lososem,Овощной пирог с лососем,"['Соленый пирог из рассыпчатого теста со шпинатом, спаржей, луком-пореем и лососем', 'Время готовки: 90 минут', 'Количество порций: 4 ']","{'Шпинат': '500 гр (свежий, нарезанный)', 'Лосось': '300 гр', 'Гладкая мука': '250 гр', 'Спаржа': '200 гр (консервированный, без жидкости)', 'Молоко': '200 мл', 'Яйца': '3 шт', 'Сметана': '150 мл', 'Масло сливочное': '145 гр', 'Лук-порей': '1 шт (белая часть, мелко нарезанная)', 'Соль': '', 'Перец острый': ''}","[' Шпинат потушить в кастрюле с 10 гр. сливочного масла.', ' Спаржу немного поварить в горячей подсоленной воде.', ' Порей слегка обжарить на сливочном масле.', ' Приготовить тесто: в миске перемешать 250 гр. муки, 125 гр. сливочного масла, 1 яйцо и щепотку соли. Хорошо замесить и положить на час в холодильник. ', ' Тесто выложить в форму, в нескольких местах проткнуть вилкой и запекать около 15 минут в разогретой духовке.', ' Филе лосося порезать на маленькие кусочки. ', ' В миксере взбить молоко с яйцом, сметаной, солью и перцем.', ' Пирог вынуть из духовки, выложить на тесто порей, кусочки лосося и шпинат. Начинку залить яичной массой, а сверху положить звездочкой спаржу.', ' Форму поставить в духовку и запекать пирог еще около 40 минут.', ' Пирог слегка остудить и подавать разрезанным на 4 сектора.']",image
oladushki,Оладушки,"['Мягкие легкие оладьи, запеченные до золотистого цвета с взбитым творогом и фруктами', 'Время готовки: 60 минут', 'Количество порций: 20 ']","{'Мука грубого помола': '375 гр', 'Вода': '300 мл (чуть теплая)', 'Клубника': '20 шт (можете заменить другими фруктами)', 'Молоко': '250 мл (чуть теплое)', 'Творог мягкий': '250 гр', 'Сахар': '3 кофейные ложки', 'Дрожжи': '1 кофейная ложка (сушенные)', 'Соль': '0.5 кофейные ложки', 'Подсолнечное масло': ' (на промазывание)'}","[' Перемешать муку, соль, 1 чайную ложку сахара, дрожжи, молоко и воду в кастрюле так, чтобы получилось легкое, не слишком жидкое тесто. ', ' Кастрюлю прикрыть и оставить тесто на час в теплом месте. Когда тесто поднимется и появятся пузырьки, перемешать его.', ' Смазать маслом блинницу и разогреть ее, поварешкой налить соответствующее количество теста и обжарить с обеих сторон до золотистого цвета. Переворачивать оладьи лопаточкой, при этом они не должны прилипать. ', ' Готовые оладьи сложить на тарелку, для каждой следующей порции еще раз смазать блинницу маслом.  ', ' В миске взбить творог с 2 чайными ложками сахара. На каждую оладью положить ложечку творога и клубнику или другие фрукты (можно и консервированные без лишнего сока).  ']",image
oladi_iz_zernovoj_muki,Оладьи из зерновой муки,"['Легкие оладьи из зерновой муки с сиропом или джемом', 'Время готовки: 30 минут', 'Количество порций: 20 ']","{'Молоко': '200 мл', 'Мука грубого помола': '175 гр', 'Яйца': '1 шт', 'Сахар': '45 гр', 'Разрыхлитель': '1 кофейная ложка', 'Растительное масло': ' (на промазывание)'}","[' В миску положить муку, порошок для выпечки, сахар, яйцо и вылить половину молока, все взбить миксером.', ' Постепенно добавлять молоко, так, чтобы тесто стало жидким. Еще раз взбить.', ' Блинницу смазать маслом и разогреть, налить в нее тесто небольшим половником. Оладьи запекать с обеих сторон до золотистого цвета. Блинницу время от времени по мере необходимости смазывать маслом. ', ' Оладьи сохранить в теплом месте и подавать лучше всего с малиновым сиропом или джемом.']",image
olivki_v_syrnom_teste,Оливки в сырном тесте,"['Закуска из фаршированных зеленых оливок, запеченных в пряном тесте с тертым сыром', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Оливки': '20 шт (фаршированные острым перцем)', 'Сыр Чедар': '180 гр (натертый)', 'Гладкая мука': '90 гр', 'Масло сливочное': '15 гр (и кусочек для натирания противня)', 'Паприка сладкая': '1 кофейная ложка', 'Семена горчицы': '1 кофейная ложка (молотые)', 'Кайенский перец': '', 'Петрушка': ' (на украшение)'}","[' Перемешать тертый сыр, сливочное масло, муку, чайную ложку сладкой паприки и молотую горчицу, замесить плотное тесто. Если тесто крошится, добавить немного холодной воды и снова замесить.', ' Взять кусочек теста и вручную или при помощи скалки сделать листик из теста, в который завернуть маринованную фаршированную оливку.', ' Оливки в тесте выложить на смазанный маслом лист и выпекать в духовке при средней температуре.', ' Закуску подавать горячей или холодной, слегка приправить перцем и украсить зеленью петрушки.']",image
omar_s_shafranom,Омар с шафраном,"['Вареный омар с овощами и шафраново-сметанном соусе', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Цуккини': '2 шт (без кожуры, нарезанная на кусочки)', 'Лобстер': '2 шт (сваренный)', 'Сметана': '250 мл', 'Фенхель': '1 шт (очищенный, нарезанный на кусочки)', 'Лук-порей': '2 шт (белая часть, нарезанная колесиками)', 'Морковь': '2 шт (очищенная, нарезанная на колечки)', 'Лук-шалот': '2 шт (нарезанный на кусочки)', 'Оливковое масло': '2 столовые ложки', 'Пастис': '2 столовые ложки', 'Масло сливочное': '20 гр', 'Шафран': '0.5 кофейные ложки', 'Соль': '', 'Перец острый': ''}","[' Омаров сварить в большой кастрюле и подсоленной воде. Вынуть омаров из воды, убрать панцирь, мясо нарезать, клешни отложить в сторону. ', ' В сковороде на масле обжаривать, помешивая, все нарезанные овощи, кроме лука, в течение 15 минут. Посолить и слегка поперчить. ', ' В кастрюле на растопленном масле несколько минут потушить под крышкой лук-шалот. Добавить пастис и шафран, и варить до загустения.', ' Добавить в соус сметану, перемешать, добавить специи.', ' Овощи разложить по тарелкам, сверху положить мясо омара и клешни, и залить соусом.']",image
omlet_bystrogo_prigotovlenija_s_cukkini,Омлет быстрого приготовления с цуккини,"['Омлет быстрого приготовления из цуккини, ветчины и яиц', 'Время готовки: 20 минут', 'Количество порций: 4 ']","{'Цуккини': '600 гр (нарезанное на колечки)', 'Яйца': '6 шт', 'Ветчина': '60 гр (нарезанная на кусочки)', 'Оливковое масло': '2 столовые ложки', 'Соль': '', 'Перец острый': '', 'Свежий базилик': ' (нарезанный на украшение)'}","[' На сковороде разогреть оливковое масло, добавить нарезанные кольцами цуккини. Тушить около 5 минут, пока кабачок не станет мягким.   ', ' Яйца разбить в миску и взбить вилкой. Добавить специи.', ' Ветчину нарезать кубиками, добавить в сковороду с цуккини и залить взбитыми яйцами. Запекать до готовности.', ' Омлет можно на 2 минуты поставить в разогретую духовку, тогда его поверхность станет золотистой, а яйца пропекутся изнутри.', ' Омлет разрезать на равные части, посыпать свежим базиликом и подавать горячим или холодным с белым хлебом.']",image
